loan_amt_outstanding,income,years_employed,fico_score,loan_to_income,loan_per_year_employed,fico_income_interaction
6303.852929,96827.44695,5,733,0.06510398784127909,1050.6421548333333,70974518.61434999
4760.887846,72115.80167,5,686,0.06601726300873254,793.4813076666666,49471439.94562
4398.379847,77604.35193,6,612,0.05667697413298047,628.3399781428571,47493863.381160006
2669.65258,39076.15827,5,623,0.06831921811467473,444.94209666666666,24344446.60221
5697.975742,91284.70103,4,541,0.06241983243243559,1139.5951484,49385023.25723
4029.120901,70688.73847,4,596,0.056998059212118264,805.8241802,42130488.12812
3580.413192,70489.29312,2,653,0.05079371679687524,1193.471064,46029508.40736
4813.551473,80176.1436,5,693,0.06003720379661618,802.2585788333334,55562067.5148
6572.448621,84604.85911,4,703,0.07768405609395401,1314.4897242,59477215.954330005
6114.066639,90441.83333,5,720,0.06760219705657307,1019.0111065,65118119.9976
5915.749053,93839.00761,4,617,0.06304147074448115,1183.1498106,57898667.69537
2958.200911,41682.45011,7,608,0.07096993826232231,369.775113875,25342929.66688
5356.184457,96579.49746,6,697,0.0554588147361493,765.1692081428572,67315909.72962
4157.987816,81019.71778,6,695,0.05132068994907179,593.9982594285714,56308703.8571
3821.420859,101311.898,7,593,0.03771936894284895,477.677607375,60077955.514
4316.701556,84754.87494,6,652,0.05093160197575614,616.6716508571428,55260178.46088
4157.028851,90014.72426,4,585,0.04618165400303387,831.4057702,52658613.6921
4863.253267,89210.95378,4,651,0.054514082193747024,972.6506534,58076330.91078
2314.475477,38232.2336,3,603,0.060537281215488875,578.61886925,23054036.860799998
4455.630481,83089.12888,7,671,0.053624710488677056,556.953810125,55752805.478480004
3923.562277,60866.36145,3,625,0.06446191596582677,980.89056925,38041475.90625
1719.715333,28383.11892,5,609,0.060589371371996166,286.6192221666667,17285319.42228
1648.241456,38943.89925,5,668,0.04232348295112427,274.70690933333333,26014524.699
6705.913686,87785.81881,3,587,0.07638948724095874,1676.4784215,51530275.64147
2449.077785,36908.57092,3,782,0.06635525906007213,612.26944625,28862502.45944
4585.151073,79786.6053,3,632,0.05746767963998755,1146.28776825,50425134.5496
5779.138662,105409.566,6,584,0.054825561675732305,825.5912374285715,61559186.54400001
4675.98479,68546.85185,5,631,0.0682158941473223,779.3307983333334,43253063.51735
4557.023144,59485.44882,5,572,0.07660735918312926,759.5038573333333,34025676.725039996
2274.747659,43577.96619,4,628,0.05219949111507172,454.94953180000005,27366962.76732
5351.428448,81234.2193,3,572,0.06587652954687931,1337.857112,46465973.4396
6104.353215,111338.0614,3,703,0.05482719151193316,1526.08830375,78270657.16420001
2830.800842,55063.72866,4,686,0.05140953783620127,566.1601684,37773717.86076
3683.633262,46780.23429,2,682,0.07874336924192554,1227.8777539999999,31904119.78578
2856.581126,47521.30673,3,581,0.06011158620216436,714.1452815,27609879.21013
3619.541694,56569.21149,4,628,0.06398430521832284,723.9083388,35525464.81572
2995.295607,60996.38752,7,730,0.04910611478374472,374.411950875,44527362.889599994
7543.390862,115721.5257,4,672,0.06518571904669258,1508.6781724,77764865.2704
6277.372179,101555.6626,4,542,0.061812133545551685,1255.4744358,55043169.1292
4811.168115,80712.2179,4,675,0.059608919691703725,962.2336230000001,54480747.0825
3041.911856,55651.02151,4,639,0.054660485529429766,608.3823712000001,35561002.74489
4817.516052,77425.06043,3,623,0.06222166344052512,1204.379013,48235812.64789
6155.068507,89918.94142,1,557,0.06845130080193007,3077.5342535,50084850.37094
4834.821693,84023.39724,4,667,0.05754137361445323,966.9643386,56043605.95908
7223.682556,112710.2906,5,556,0.06409071006277674,1203.9470926666665,62666921.573599994
5317.0164,70914.39078,1,512,0.07497796062889653,2658.5082,36308168.07936
3133.909993,53807.86808,4,679,0.05824259731462227,626.7819986000001,36535542.42632
3180.28053,76082.56395,4,714,0.04180038585513784,636.056106,54322950.660299994
5501.419044,80624.09593,6,691,0.0682354199507334,785.9170062857144,55711250.28763
3090.070078,69880.84287,6,786,0.04421913003688677,441.4385825714286,54926342.49581999
1518.856821,23487.26805,5,659,0.06466724089417172,253.1428035,15478109.644949999
6272.920481,72947.45246,2,631,0.08599231733765755,2090.973493666667,46029842.50226
2039.449277,36636.5646,5,685,0.05566704463726747,339.9082128333333,25096046.751
5772.629333,84333.16487,2,483,0.06845028692839986,1924.2097776666667,40732918.632209994
3648.073806,62780.78495,5,648,0.05810812669588789,608.012301,40681948.6476
5658.445065,76499.93686,4,654,0.07396666320498234,1131.689013,50030958.70644
3816.474544,64552.47359,5,668,0.05912204957754087,636.0790906666667,43121052.35812
4657.081942,58957.11716,6,662,0.07899100509413388,665.2974202857142,39029611.55992
4386.838479,106826.8659,5,689,0.04106493663368753,731.1397465,73603710.6051
1930.942914,47557.41037,5,588,0.04060235616145887,321.823819,27963757.29756
6841.201842,116926.859,6,682,0.05850838635750485,977.3145488571429,79744117.838
4421.929158,78040.79421,5,702,0.05666176520505888,736.988193,54784637.53541999
2962.835,52743.7418,5,718,0.05617415258816214,493.80583333333334,37870006.6124
3186.054323,55293.82335,3,635,0.05762043805101388,796.51358075,35111577.82725
2409.352991,47466.5797,4,743,0.050758934100095715,481.8705982,35267668.7171
2964.0035,56667.24521,4,658,0.052305410100024416,592.8007,37287047.34818
6402.691692,102781.1951,2,613,0.06229438844049505,2134.230564,63004872.5963
3487.51427,62156.58264,5,636,0.05610852659231543,581.2523783333334,39531586.55904
4270.490684,94234.25673,7,740,0.04531781575134076,533.8113355,69733349.9802
3944.134878,77410.90442,4,586,0.05095063683211582,788.8269756,45362789.99012
6288.85966,87570.08513,4,691,0.07181515982989184,1257.771932,60510928.82483
3910.85552,75685.73208,4,626,0.051672295589537856,782.171104,47379268.28208
3439.604704,57539.46355,6,622,0.059778185122482286,491.3721005714286,35789546.3281
4834.383389,82893.4996,3,617,0.05832041610343207,1208.59584725,51145289.253199995
3055.605549,90021.65453,5,614,0.0339430058791884,509.2675915,55273295.88142
3599.253309,52190.16077,7,656,0.06896421194778082,449.906663625,34236745.46512
3955.79025,62561.44651,5,677,0.06323047932250839,659.298375,42354099.28727
5375.090257,97360.01295,3,645,0.0552083971034927,1343.77256425,62797208.35275
4333.42583,75999.85665,3,618,0.0570188684683918,1083.3564575,46967911.4097
2762.45489,64325.18115,4,704,0.042945155234235276,552.490978,45284927.529599994
4393.70835,50820.03378,5,652,0.0864562264742663,732.284725,33134662.024559997
4829.136876,94492.86096,8,712,0.051105838334105765,536.5707639999999,67278917.00352
5013.676534,69523.11918,1,527,0.07211524156370404,2506.838267,36638683.807859994
1964.438165,39897.48348,7,664,0.04923714464185456,245.554770625,26491929.030720003
3676.139149,57884.35769,3,536,0.06350833447308987,919.03478725,31026015.721839998
2396.943058,53272.15139,6,604,0.04499429806029851,342.4204368571428,32176379.43956
3225.368245,74095.71159,5,617,0.04352975598376962,537.5613741666667,45717054.05103
4927.697673,65726.88149,4,593,0.07497233340782722,985.5395345999999,38976040.72357
4962.011162,86596.37596,6,675,0.057300448280130305,708.8587374285714,58452553.773
4465.602071,70041.12899,5,717,0.06375685451292215,744.2670118333334,50219489.48583
4740.441685,77332.61801,6,595,0.06129938190280467,677.205955,46012907.715950005
2985.413696,53939.39823,6,607,0.05534755288174917,426.48767085714286,32741214.72561
3117.799433,61901.13456,4,563,0.05036740368510675,623.5598866,34850338.75728
3843.430126,54528.77476,7,605,0.07048443950640339,480.42876575,32989908.7298
7042.304481,85413.0674,5,745,0.08244996574045942,1173.7174135,63632735.213
4517.910858,79237.71161,4,649,0.057017179902666595,903.5821716,51425274.83489
3767.153254,67002.94215,2,699,0.0562236990356367,1255.7177513333334,46835056.56285
7103.753175,90257.20221,2,543,0.07870566559766726,2367.917725,49009660.80003
3543.732524,91474.60445,6,683,0.03874006939159014,506.2475034285714,62477154.83935
4141.066206,69824.17694,6,787,0.059307053622688836,591.5808865714287,54951627.25178
2470.697454,43361.77501,4,651,0.05697869732900082,494.13949080000003,28228515.53151
4939.559872,110839.2913,7,572,0.04456506184784163,617.444984,63400074.6236
2766.877502,48243.41618,7,744,0.05735243730707645,345.85968775,35893101.63792
4392.972756,88944.02737,3,641,0.04939030630664156,1098.243189,57013121.54417
1548.008433,24360.85192,3,638,0.06354492191077918,387.00210825,15542223.52496
6540.795723,91675.55833,8,647,0.07134721448201137,726.7550803333334,59314086.23951
5072.574662,77493.19072,4,671,0.06545832756148696,1014.5149324,51997930.97312
5872.348053,88164.80104,5,704,0.066606491294288,978.7246755,62068019.932160005
3167.060798,56523.68903,6,621,0.056030681158532464,452.43725685714287,35101210.88763
5158.059567,92590.7082,5,618,0.0557081770646214,859.6765945000001,57221057.6676
4338.461282,63496.12099,3,642,0.06832639875142826,1084.6153205,40764509.67558
2985.295483,48306.4124,5,651,0.06179915532162766,497.54924716666665,31447474.472400002
4846.759877,90176.38126,7,692,0.053747553508184026,605.844984625,62402055.83192
4819.694373,80094.28127,5,504,0.06017526216000996,803.2823955,40367517.76008
4437.535274,73224.06455,6,566,0.060602143587772175,633.9336105714285,41444820.535299994
5292.927948,75518.84697,3,641,0.07008751007589586,1323.231987,48407580.90777
5018.338786,97430.21757,5,621,0.05150700584593279,836.3897976666667,60504165.11097
6226.277321,86448.06008,4,609,0.0720233318731052,1245.2554642,52646868.588719994
3637.849528,64953.8317,5,708,0.05600669633696134,606.3082546666667,45987312.843600005
5010.804576,75143.67666,4,580,0.06668298383382985,1002.1609152000001,43583332.462799996
2378.623035,59634.68891,4,573,0.03988656733918583,475.724607,34170676.74543
3541.252389,65201.48527,6,568,0.05431244969775346,505.89319842857145,37034443.63336
5961.77695,104609.9858,8,727,0.05699051485716778,662.4196611111112,76051459.6766
3285.85052,74329.83691,4,629,0.04420634642229022,657.170104,46753467.41639
3771.643943,93494.37036,6,724,0.04034086681836508,538.8062775714286,67689924.14064
4282.014474,71366.7113,3,741,0.06000016528630485,1070.5036185,52882733.0733
3364.303359,56527.21725,6,663,0.05951652182100797,480.61476557142856,37477545.03675
2257.245569,27626.21808,6,603,0.08170664411544722,322.46365271428573,16658609.502239998
3813.001313,89230.82151,6,674,0.04273188622980401,544.7144732857143,60141573.697739996
2901.083111,48998.24784,0,494,0.059207894951959404,2901.083111,24205134.432960004
5566.733851,70924.28087,1,636,0.0784884073921737,2783.3669255,45107842.633320004
3494.326472,56635.46893,6,602,0.06169855283192235,499.189496,34094552.29586
5227.367519,87519.86831,3,616,0.05972778090141384,1306.84187975,53912238.878960006
2612.715711,51088.05689,5,674,0.05114141875809476,435.45261849999997,34433350.34386
2228.916315,33726.6045,5,691,0.0660877769339013,371.48605249999997,23305083.7095
5254.604098,78624.77265,5,647,0.06683140594026467,875.7673496666666,50870227.90455
3952.90025,75687.05976,5,574,0.052226896678008485,658.8167083333334,43444372.30224
4855.992627,69907.21408,3,580,0.06946339788871381,1213.99815675,40546184.1664
3393.48251,55494.5622,5,650,0.06114982036814501,565.5804183333333,36071465.43
6149.823357,81963.92766,4,749,0.07503085238222672,1229.9646714,61390981.81734
4485.616903,80505.29993,5,681,0.055718280744802666,747.6028171666667,54824109.25233
3615.297229,47882.4889,4,597,0.07550353609384947,723.0594457999999,28585845.873299997
3931.279915,68704.04986,5,674,0.05722049752458042,655.2133191666667,46306529.60564
4966.541412,77613.28769,3,636,0.06399086496339619,1241.635353,49362050.97084
3366.178871,55236.35115,5,603,0.060941369240662784,561.0298118333334,33307519.74345
4802.444448,91379.51798,6,614,0.052554933032132475,686.0634925714286,56107024.03972
4164.052188,68732.13537,4,637,0.06058377446769869,832.8104375999999,43782370.23069
1618.478271,23837.68299,5,627,0.06789578800972652,269.7463785,14946227.234730002
2446.629834,43358.99804,5,711,0.0564272687225494,407.771639,30828247.60644
7118.65773,99472.5049,3,627,0.07156407428449543,1779.6644325,62369260.5723
3377.803446,62376.25742,2,594,0.054152069804412575,1125.934482,37051496.90748
3016.956317,42939.51769,4,602,0.07026060093898878,603.3912634000001,25849589.649380002
4233.023081,59235.08553,5,624,0.0714614158661879,705.5038468333333,36962693.37072
3631.344336,77189.58267,4,578,0.04704448722669789,726.2688672,44615578.78326
5028.107555,85444.56386,5,658,0.05884643010384668,838.0179258333333,56222523.01988
4782.550372,74186.05638,2,572,0.06446697135965934,1594.1834573333333,42434424.249359995
6307.913781,109809.745,3,567,0.05744402539995477,1576.97844525,62262125.415
4840.560546,63343.93002,5,604,0.07641711754220555,806.760091,38259733.73208
5254.585205,78727.73528,6,674,0.06674376172825248,750.6550292857144,53062493.578719996
4270.016067,54647.49298,5,632,0.07813745579297866,711.6693445,34537215.56336
3544.585277,62967.44961,3,646,0.056292343089925374,886.14631925,40676972.44806
4641.646031,64900.22511,0,574,0.07151972158896693,4641.646031,37252729.213139996
4142.051341,85257.62518,6,744,0.04858276702179447,591.7216201428572,63431673.13392
3133.033869,77934.12656,7,653,0.04020105193002626,391.629233625,50890984.643680006
3313.054879,61703.45142,4,580,0.05369318575706841,662.6109758,35788001.8236
3678.203431,65754.68257,5,693,0.0559382737043614,613.0339051666666,45567995.021010004
2994.778683,64373.47126,5,589,0.0465219386858567,499.1297805,37915974.57214
3885.6924,85221.16025,4,626,0.045595394248981784,777.13848,53348446.3165
3686.700023,62155.34035,5,621,0.05931429225840746,614.4500038333333,38598466.35735
4735.162961,84450.22793,5,780,0.056070458032024054,789.1938268333333,65871177.785399996
5279.429673,112623.4056,4,662,0.04687684273821252,1055.8859346,74556694.5072
3838.645413,61465.68683,5,624,0.06245184282336846,639.7742355,38354588.58192
2213.954171,36149.63165,5,713,0.06124416957755517,368.9923618333333,25774687.36645
1763.383743,85731.46063,7,667,0.020568688903946784,220.422967875,57182884.240210004
2801.639335,50970.78858,4,696,0.05496558740792851,560.327867,35475668.85168
6670.650548,92157.14643,5,664,0.0723834320650809,1111.7750913333332,61192345.22951999
4461.847138,98149.74308,6,581,0.0454595906004336,637.406734,57025000.72948
3235.557353,63931.72592,7,581,0.05060957304669291,404.444669125,37144332.75952
6167.877515,109209.1506,4,608,0.05647766218358925,1233.575503,66399163.564799994
3692.192911,64364.64003,7,656,0.057363684613504023,461.524113875,42223203.859680004
2956.124588,57206.50963,6,569,0.05167461897374852,422.3035125714286,32550503.97947
4871.572756,80024.26889,3,652,0.06087619197915453,1217.893189,52175823.31628001
5026.0667,87973.48529,3,576,0.057131608272364146,1256.516675,50672727.52704
4764.584652,69678.97767,4,660,0.06837908378186487,952.9169304,45988125.2622
5179.604575,66333.74538,3,681,0.07808400604021369,1294.90114375,45173280.603779994
3814.852526,44005.81942,2,663,0.08668972822670622,1271.6175086666667,29175858.27546
4949.051775,75100.47817,3,584,0.06589907142443566,1237.26294375,43858679.25128
3757.844702,51924.44707,5,707,0.0723713956329979,626.3074503333333,36710584.078490004
4436.199793,89702.8067,5,610,0.049454414595820506,739.3666321666666,54718712.087
3894.004292,70766.94277,3,680,0.055025752696437634,973.501073,48121521.0836
5427.680397,96338.40587,4,648,0.05633973645222889,1085.5360794,62427287.00376
2242.870806,35006.80151,5,639,0.0640695724599471,373.811801,22369346.16489
5630.455556,94433.28821,4,603,0.05962363127099222,1126.0911112,56943272.79063
5266.389458,80818.58862,4,600,0.06516309611266306,1053.2778916,48491153.172
